ID,txt,Label
29,"Man on Fire was hot. I love a classic tale of good ol' revenge, and what better cause for revenge than the kidnapping of an innocent little girl.<br /><br />The writers did an excellent job in this movie of building the relationship between Creasy (Denzel Washington) and Pita (Dakota Fanning) so that the viewer would understand and actually feel the drive Creasy had to rescue Pita. It was also good that Creasy wasn't a choir boy type trying to rescue Pita through the ""proper"" channels, but instead used torture tactics and street smarts. Some may say, ""Torture is wrong regardless,"" and you may be right, but when you see the pain Creasy goes through due to the loss of Pita and the sheer passion he has for getting her back, you can't help but side with Creasy and pull for him to be even more merciless. There would be no progress if Creasy used diplomacy to deal with the different nefarious gangsters and criminals and he knew that.<br /><br />Creasy's quest ended with the return of Pita to her mother and Creasy dying in the vehicle of the bad guys. But Creasy's death did not diminish the effectiveness of the movie, it in fact enhanced it by showing that Creasy was willing to die to get Pita back. His death was noble in fact.<br /><br />Denzel does an excellent job as do the writers. This movie deserves good marks because it definitely was a good movie.",1
30,"Lucky me! I got a sneak peak at this pathetic little shot-in-Texas 'horror' flick from Artisan Entertainment a week before it hit video shelves and let me tell you...I've rarely laughed so hard in my life as I did watching this atrocious megabomb fly off the rails and steal the title of 'worst killer clown movie ever made' from the insufferably stupid Full Moon fiasco KILLJOY (I'm sure many of us horror fans have suffered through that one!) From all indications, it was shot on DV, and it doesn't really 'look' all that bad quality-wise for digital, but boy does it ever fail miserably in every other area where it counts!<br /><br />The story (slight and cliche as it is) goes as follows... An executive (Ken Hebert, who also scripted and co-produced with the director) takes skeptical co-worker Tracy (Amanda Watson) and horny married couple Mark and Susan (Hank Fields and Chris Buck) along on a weekend getaway to a (yawn) secluded cabin `12 miles' from the nearest town. On the way there, they pick up a bitchy/slutty hitchhiker (Melissa Bale) in a bar and end up at their destination where a nightly campfire tale about a murderous clown stalking the very same wooded area comes true when each of the profanity-yackin, pot-smokin friends' disappears one-by-one, with only mutilated doll parts left behind to tell the tale of their fates.<br /><br />The killer clown doesn't even show up in the film until near the end and it looks nothing like the demonic depiction of it on the video box (aside from being morbidly obese). It basically spends an hour prancing around in the woods, chopping up wood and blabbing nursery rhymes. I cannot say enough bad things about the cast, especially the two guys and the hitchhiker chick, who either deliver their insipid dialogue with a bare minimum of enthusiasm or overact at the most inappropriate times. Doesn't really help that the script is completely and utterly devoid of suspense, originality, intelligence, general coherence or humor. I could go on for days on how inept this film is, how many continuity errors there are and how amateurish the whole production is, but I'll just nod off by pointing out the whole package is quite a riot in that Boy-This-Sucks kind of way.<br /><br />Also noting that the film has been released here in the US as S.I.C.K. (SERIAL INSANE CLOWN KILLER). It's currently catalogued under its (original title) of GRIM WEEKEND.<br /><br />Score: 1 out of 10",0
31,"Sure, this one isn't really a blockbuster, nor does it target such a position. ""Dieter"" is the first name of a quite popular German musician, who is either loved or hated for his kind of acting and thats exactly what this movie is about. It is based on the autobiography ""Dieter Bohlen"" wrote a few years ago but isn't meant to be accurate on that. The movie is filled with some sexual offensive content (at least for American standard) which is either amusing (not for the other ""actors"" of course) or dumb - it depends on your individual kind of humor or on you being a ""Bohlen""-Fan or not. Technically speaking there isn't much to criticize. Speaking of me I find this movie to be an OK-movie.",0
32,"Oh this was a really bad movie. The girl who plays Jennifer is OK, but I think she acts bitchy through the movie, not because she is having her organs ripped out by a raven at night, but because she is thinking of firing her agent for putting her in this piece of crap. Faye Dunaway acts like she is remaking Mommy Dearest and the ending is completely silly. I really can't recommend this movie at all even though as a fan of Edgar Allen Poe, I was intrigued a bit by the references to his work(Ravens, House of Usher-like family curse,and being buried alive)-still he would probably turn over in his grave if he knew about this film.",0
33,"I happened on ""Shower"" in the foreign film section of my local video store and passed it over several times since from its cover it looked like a farce or comedy. I then lucked into a copy to purchase at economical price and am happy for my luck. ""Shower"" is the story of three(3) men, a father and two(2) adult sons, each coming to terms with life changes as the world around them also continues to change in modern China. As with many ""foreign"" films, the Chinese culture itself is one of the most interesting facets of this movie.<br /><br />Beyond the fascinating characteristics of the local, Chinese color giving the setting to this story, is the difficult yet touching relationships between the men and a sole woman involved in the story, all set against the backdrop of a village bathhouse.<br /><br />The family's story moves from estrangement to understanding and made me glad I came to know these people. Added to the main story are the numerous small characters, bathhouse customers, and their individual conflicts and friendships. ""Shower"" is a film one walks away from smiling and touched by its warmth and humanity.",1
34,"I must give How She Move a near-perfect rating because the content is truly great. As a previous reviewer commented, I have no idea how this film has found itself in IMDBs bottom 100 list! That's absolutely ridiculous! Other films--particular those that share the dance theme--can't hold a candle to this one in terms of its combination of top-notch, believable acting, and amazing dance routines.<br /><br />From start to finish the underlying story (this is not just about winning a competition) is very easy to delve into, and surprisingly realistic. None of the main characters in this are 2-dimensional by any means and, by the end of the film, it's very easy to feel emotionally invested in them. (And, even if you're not the crying type, you might get a little weepy-eyed before the credits roll.) <br /><br />I definitely recommend this film to dance-lovers and, even more so, to those who can appreciate a poignant and well-acted storyline. How She Move isn't perfect of course (what film is?), but it's definitely a cut above movies that use pretty faces to hide a half-baked plot and/or characters who lack substance. The actors and settings in this film make for a very realistic ride that is equally enthralling thanks to the amazing talent of the dancers!",1
35,"Legend of Zu is possibly the most exciting movie ive seen in recent years. It transcends all expectations and is truly a work of art. With unmatched visual sceneries and story of divine proportions, Legend of Zu proceeds to blow over its viewers with its majesty. This movie is wonderously crafted through the use of high tech cgi which allows fans of the fantasy genre to see their visions come to life. The acting is perfect for this type of movie; if you were an immortal with supernatural powers I would think you'd keep more to yourself.<br /><br />Unlike the comments of many, the plot is actually quite EASY to follow while maintaining a quick pace that adds a sense of urgency. Anyone that cannot keep track of the different characters simply must not be paying attention since or are used to such levels of sophistication as the titanic. The plot is engaging and layered with themes so epic that they will leave you gasping for air. Legend of Zu is on a level of greatness so high that perhaps many people are put off by its grandeur. Allow yourself to be completely engulfed within its fantastical vision and you will grow to love this movie.",1
36,"I was looking through the movie listings in my area on yahoo and seen a movie that had not been advertised. I looked closer and noticed that Peter Falk and Paul Reiser were in it. Having watched ""Mad about you"", once, I was not a fan of Paul Reiser. However, I am a big fan of Peter Falk. So the spouse and I took a chance. We were both swept into this story. The beautiful scenery, the heartfelt acting and the sense of family and moral values that are seldom seen in movies and the world today. Not that sappy emoted junk, but real life situations from real life-like people. I even have to say, Paul Reiser was excellent, although, I still won't watch ""Mad about you"". I don't know where this movie has gone. I heard it was put out in limited release. It should be shared with the world. It is one of the finest movies I have seen. M.",1
37,"I do agree with everything Calamine has said! And I don't always agree with people, but what Calamine has said is very true, it is time for the girls to move on to better roles. I would like to see them succeed very much as they were a very inspirational pair growing up and I would like to see them grow as people, actresses and in their career as well as their personal life. So producers, please give the girls a chance to develop something that goes off the tangent a bit, move them into a new direction that recognises them individually and their talents in many facets. This movie that is being commented is not too bad, but as I have seen further on in their movies, their movies stay the same of typical plot and typography. When In Rome is good for audiences of younger generation but the adults who were kids when the twins were babies want to follow the twins in their successes and so hence I think we adults would like to see them make movies of different kinds, maybe some that are like the sixth sense, the hour, chocolat, that sort of movie - not saying to have just serious movies for them, humour ones too yes, but rather see them in different roles to what they have been playing in their more recent movies like this one and New York Minute. (Note: I am from Australia so excuse my weird spelling like reognise with the s instead of z)",0
38,"Isabelle Huppert is a wonderful actor. The director of ""La Pianiste"" understands this, providing the viewer with long takes of Huppert's face, and these are a pleasure to see. Huppert is not an animated actor--she registers emotion with the smallest lift of an eyebrow or flicker of a smile.<br /><br />Other than the enjoyment of watching an experienced actor excel in her profession, there is nothing in this movie that makes me want to recommend it. (Well, if you enjoy self-mutilation, sado-masochism, and bizarre behavior, ""La Pianiste"" might work for you. Other than these attributes, I could not find any redeeming value in it.)<br /><br />Buried in all this strange material there is a kernel of truth. People who compete at the very highest level--musically, athletically, whatever--begin as strange people, and are shaped into stranger people by the competitive environment.<br /><br />Not worth a trip to a movie theater to relearn this life lesson. <br /><br />",0
39,"What a waste! This movie could have really been something decent, but the writing, in particular, is crap, and the main characters are rather shallow and uninteresting. Mike Meyers was good, and the historical recreation of late 70s decadence was well crafted, but overall, this movie was a big waste of time. Instead, the movie to watch, that deals with similar themes and the same basic time frame, is the great BOOGIE NIGHTS.",0
40,"I am a huge Willem Dafoe fan, and really sought out this film (I had to get a Region 5 Chinese DVD of it!). But, it is truly one of the worst that I've seen in quite a while.<br /><br />The acting (except for Dafoe) is horrible. Dafoe and Colagrande BOTH wrote and directed this ( though he isn't credited as a director), and they have NO discernible talents for writing or directing. (Stick to acting Willem; Giada get out of the business, PLEASE!)<br /><br />Absolutely nothing happens. Except a series of completely unconvincing, totally without believable motivation, acts by these two people (that just met) in this house. Colagrande's sleepy, I couldn't care less expression practically NEVER changes. And the sex scenes are downright lame. I actually cringed twice at one of them. Yuck! They're definitely not the least bit erotic, and yet are the only time the film isn't putting you to sleep. Then, it's busy repulsing you.<br /><br />Just awful.",0
41,"The alternate title of Ecstasy, is Symphony of Love; a title which appropriately describes the mood and feel of the film. Ecstasy is an early talkie, and could have very well been a classic film, if released during the silent film era. This film is a visual treat, and is deliberately paced so the viewer can savour its sensuous lyric quality, which is presented in an artistic low-key fashion. The director's style is distinctly European. The subject matter and approach to sexuality was far more sophisticated, than what was being produced in Hollywood, at that time. Consider the censorship code in the US, during the 30's, that pretty much sums it up. Hedy Lamarr, one of the great beauties of all time, was a perfect choice for this 'Symphony of Love.'",1
42,"The only reason I wanted to see this was because of Orlando Bloom. Simply put, the movie was spectacularly average. It's not bad, but it's really not very good. The editing is good; the film is well-paced. The direction is competent and assured. The story is plodding. The film is averagely acted by Ledger, Bloom, and the normally great Watts and Rush. The accents are impenetrable if you're from the US so just sit back and enjoy the scenery (or as I like to call it, Orlando Bloom). By the end of the film, I was neither bored nor moved. Some people have asked what happened to Ned Kelly at the end of the movie. I have to say, I so did not care by that point.<br /><br />Really, the only reason I can recommend this is that Orlando Bloom kind of, sort of shows some hints of range (although the oft-present ""I'm pretty and confused"" look is prominent), so fangirls may find it worth the matinee price. Other than that, just don't see it. It's neither good enough nor bad enough to be entertaining.",1
43,"After a day at work, I sat down to relax and turned on the movie channels. The movie came up on the guide and sounded interesting so I tuned in just before it started. The first 30 minutes were enough to make me interested, but the lack of acting ability in Jamie Foxx and the slow plot movement made me want to get up and find food during the movie. If there is any credit to be given for acting in this movie it should go to David Morse who at least tries to make the movie interesting. All in all, don't plan on impressing your friends by picking this one as a renter for a movie night.",0
44,"Goodnight, Mister Tom begins in an impossibly exquisite village in the south of England where the sun always seems to shine. Before we have much idea of the period we hear a radio announcement of the declaration of World War II. Soon a train blowing clouds of steam brings refugee children from London and when shy little William is billeted with reluctant, gruff old Tom (who you just know will turn out to have a heart of gold) our tale begins.<br /><br />And what a load of sentimental claptrap it is. In fact it's just the old odd-couple buddy formula. Aren't any new stories being written?<br /><br />As I suggested there's hardly any period feel in the village and not much more in London apart from the odd old ambulance rattling around. And certainly no hint of the horror of the Blitz as London's citizens file politely into air-raid shelters. Even when the local schoolteacher's husband is declared missing presumed killed, he is later restored to life.<br /><br />I found `Goodnight, Mister Tom' cliched and obvious and John Thaw's accent conjured up a picture of Ronnie Barker of the Two Ronnies with a straw in his mouth doing his `country bumpkin' accent.<br /><br />Incidentally my wife enjoyed this movie for all the reasons that I disliked it and looking at fellow-imdb reviewers I seem to be in a minority of one.<br /><br />",0
45,"If you know the story of Grey Owl, you'll love the movie! Annie Galipeau is a great actress, and Pierce is better than never in Grey Owl. But in this movie there's no real scene of action. I think this movie should be nominated at the Oscars! Welll go see this movie, it's A CLASSIC!",1
46,"Freddy's Dead: The Final Nightmare, the sixth installment of the Nightmare on Elm Street series and once again another bad sequel. I think this is tied up with the last sequel of the Dream Child. I was lucky enough to get the Nightmare on Elm Street series box DVD set for my birthday, so I got to see all the sequels. May I say that I'm just getting more and more disappointed though with these sequels, at least the past two, it just seems like Freddy lost his edge. It's almost like the writers were trying to give Freddy a soul and they're just destroying it instead of reinventing the story. This was a sequel that wasn't needed, sorry to Robert Englund, but this was very much below what Freddy Krueger represents.<br /><br />Freddy is back, but he's got something we don't know about, a daughter. Maggie, she's not aware that he is her father, but soon she finds out what his dark secrets are and he wants her help. She has to do her best to resist his powers, but it's hard with all the good memories she has of her loving father. Ironic, isn't it? But Freddy isn't giving up without manipulating her into his ways.<br /><br />Freddy's Dead: The Final Nightmare is also presented in 3-D, radical, huh? Note the sarcasm. This is one of the worst sequels, it's tied up with the fifth sequel of the Nightmare on Elm Street series, I'd rather watch the second Nightmare on Elm Street to be honest. This just had bad acting, stupid editing, and just over all a bad idea for a story. I didn't like the concept of it and it just ruined the whole idea of who Freddy Krueger really is, the death master of nightmares, not Father Knows Best.<br /><br />2/10",0
47,"Shecky, is a god damned legend, make no mistake. Until recently I worked for a UK HiFi & Video retail chain, running their testing department. We would go through many new starters, they would be expected to to learn how to fault find the various detritus that returns as non functional in one way or another from the stores. Now to tortu^^^^^ test the resolve of these new staff members, we would issue them with a copy of Going Overboard. We had hundreds of copies of this film because whenever someone who had bought a particular model of Goodmans DVD player that had this film as a free gift, got round to sending their DVD player back, they never failed to send Shecky back also. Our new staff would be forced to use only Going Overboard to test these machines for faults until they had found a disc or two of their own to test with.<br /><br />Now, as to why this film is so bad, where do I begin?<br /><br />Adam Sandler, who can be so, so very funny, as in Happy Gilmore, or the Wedding Singer, must have been having one hell of an off day. The rest of the crew stank, and what is it with Billy Zane? His name crops up in several of the worst movies of all time, and he is a decent actor. Crazy. The production quality is absolute zero.<br /><br />I would have been inclined to give this a zero if I could, because they didn't even have the guts to call it by it's full name 'The Unsinkable Shecky Moskowitz' on release. Even so it is worth a watch so you can see just how far Sandler has come, and just how low he can go.",0
48,"When i got this movie free from my job, along with three other similar movies.. I watched then with very low expectations. Now this movie isn't bad per se. You get what you pay for. It is a tale of love, betrayal, lies, sex, scandal, everything you want in a movie. Definitely not a Hollywood blockbuster, but for cheap thrills it is not that bad. I would probably never watch this movie again. In a nutshell this is the kind of movie that you would see either very late at night on a local television station that is just wanting to take up some time, or you would see it on a Sunday afternoon on a local television station that is trying to take up some time. Despite the bad acting, cliché lines, and sub par camera work. I didn't have the desire to turn off the movie and pretend like it never popped into my DVD player. The story has been done many times in many movies. This one is no different, no better, no worse. <br /><br />Just your average movie.",0
49,"This a Casper the Friendly Ghost short from my childhood, and I re-watch it on YouTube (Thank GOD! for You Tube); after that I love this short, and it is one of my favorite Casper shorts.<br /><br />I love how the short starts off spooky with Frank Gallop's haunting narration; until we get to see Casper sitting by his tombstone in the cemetery, reading. While every ghost rose from the graves to ""boo"" people, Casper decides to leave in search for a friend. But in trying to make a friend, anyone who sees Casper runs away. Poor Casper sat on a log and weep; until a little fox cub comes up an nuzzles him. Casper and the little fox quickly bond and he quickly names the cub Ferdie and considers him to be his very best friend. <br /><br />Casper and Ferdie's relationship is put in tremendous jeopardy however when Casper is not keeping a close eye on Ferdie while they are playing a game of Hide and Seek. While Ferdie is hiding a hunter and two of his hunting dogs come and try to kill little Ferdie and Ferdie is running as fast as possible until he is out of breath and starts panting. While the hunter is firing gunshots towards Ferdie Casper notices they are trying to kill him and flies in the hunter's direction and pleads that the hunter leaves Ferdie alone. And the hunter and dogs are terrified of Casper. Casper yells to Ferdie that the hunter and the dogs are gone and that everything is fine. But Casper sees Ferdie's body is not moving and asks if he is OK. When Casper sees Ferdie has died he starts mourning in pain because he lost ""the only friend he ever had in his whole life."" Casper returns back to the cemetery where he has buried Ferdie and has made a gravestone for him next to Casper's gravestone. Casper continues mourning in pain until he sees that Ferdie has resurrected as a ghost himself. Ferdie starts licking Casper on his cheek. Casper screams for joy because he has been reunited with Ferdie.<br /><br />Overall, it is a really good short; though surprisingly disturbing, showing death in a family-oriented cartoon.",1
50,"because that is the only way you won't think this film is a TOTAL waste of time and money. A remake of ""Heaven Can Wait"", (which was at least worth watching) is a poor excuse for a romantic comedy. It is more a vehicle to give Rock some time on film for weak stand up comedy which doesn't play well on the big screen. Especially because his jokes generally are supposed to be from the body of an old, fat, rich, dead man but are shown coming from Rock himself. As he insults Blacks and Whites the chemistry is all wrong. The movie is not funny, poorly shot the acting is weak at best. Go rent ""Heaven Can Wait"" and a live Rock video and you'll be way ahead of the game.",0
51,"I saw this recently on a cable channel. The movie is great; it's one of the few musicals I have seen that doesn't shy away from the light and dark. It portrays some of the splendour of the age along with a lot of the squalor. Some of the set piece dance sequences so much is going on, I didn't know where to look next. One day I shall go and see this on the big screen, just so that I see what's happening. But what really lifts this to another level is Oliver Reed's performance as Bill Sykes. Not only is a thoroughly mean and menacing man but there is something else, some inner demons. He gave me the impression that if you pushed him into a corner, he was capable of anything. It was almost as if the Sykes character was on the edge of madness, just awaiting the trigger. I have seen the Robert Newton's Bill Sykes from the 1948 movie, and I thought he was 'just' a bad egg, but Oliver Reed's performance intimidated me in my own living room.",1
52,"Somebody needs to send this Uli Lommel guy back to MOVIE SCHOOL. Who ever told him HE knew HOW to make a movie? Can just ANYBODY make movies these days? In the past, it always REQUIRED TALENT before someone could make a movie. After watching this lame BTK movie and the others he's made, it seems blatantly obvious that the poor guy has about as much business making movies as I DO. Actually I think even I could make better movies than Uli LAME-ALL. This movie has absolutely NOTHING to do with the BTK Killer, other than the names of the victims and the killer. THAT'S IT. Where did this guy get the big idea that BTK killed people with rodents and all the other preposterous crap that's in the movie? This is a classic example of someone trying to lure people into watching their movie based on the term ""BTK"" because of the fame it has achieved. Absolutely pitiful. The only serial killer movie I would consider WORSE is that lame ""DAHMER"" movie. That kid smoked so many cigarettes it made me nauseous. Whoever made that one needs to be shot.",0
53,"This is probably one of the worst films i have ever seen. The events in it are completely random and make little or no sense. The fact that there is a sequel is so sickening i may come down with a case of cabin fever (I'M SO SORRY). I describe it as bug being smooshed to a newspaper because it seems to be different parts of things mixed together. e.g Kevin the pancake loving karate kid is just freakishly weird on its own, then there's the cop who is slightly weird and perverted, then the drug addict, then there's the fact that they attack some random guy who clearly needs help. then all of a sudden the main character is having sex with his friends girlfriend just because she says something stupid about a plane going down. then at the end some good old family racism followed by a rabbit operating on Kevin the karate kid. Its actually pretty despicable that they can use racism as a joke in this film. There is no reason for anyone to enjoy this film unless you love Eli Roth, even that did not make me like this film. Hate is a strong word but seeing as it is the only word i am permitted to use it will have to do. BOYCOTT CABIN FEVER 2!!!!!",0
54,"This film has a clear storyline, which is quite unusual to the musical genre. ""Cats"", ""Phantom of the Opera"", and other Andrew Lloyd Webber's musicals can be considered metaphorical, as they use literary works as their framework. ""Biarkan Bintang Menari"" (BBM)'s storyline touches the very core of human relationships, especially that of Indonesian people. Despite the fact the film was based on a ""supposedly"" fairytale, it's actually a fantasy of the 'child' in Indonesian adults. The dance sequences are not perfect, yet the songs represent how Indonesians express themselves. I reckon the choreographer should explore Indonesian way of dancing, by not dismaying the fact that Indonesia's dance development tends to be more westernized. The dance sequences seem awkward in some ways and not synchronized with the songs and/or music. Yet, I still love this movie and regard it as a new wave of Indonesian film genre which I hope to improve in the future.",1
55,"This is a film.., not porn.<br /><br />This is a wonderful film!!! Full of tender moments and memories!! A beautiful piece of work!!! Excellent!!! For intelligent, viewers only!!!<br /><br />If you are a film lover. A romantic. A person who has loved deeply, this is your film!!!!<br /><br />It has a beautiful surreal quality. Fine acting and directing. Watching this film made me remember my first love.<br /><br />Thi is a film for those who want to reflect on life, love and the meaning of loss.<br /><br />Highly recommended for all film lovers.",1
56,"Saw this 'film' recently and have to say it was the worst attempt at film making I have ever had the misfortune to see. What the Hell was going on with Coolio? Totally unprovoked shooting at people in distress. Totally uninvolving, slow, tedious and detached. Worse than Spawn. long live ""Evil dead II"".",0
57,"A very interesting entertainment, with the charm of the old movies. Tarzan faces the greatest perils without hesitation if the moment requires it, and we all enjoy with him his success.The most insteresting for me is a man without special powers facing the problems and beating them just with human skills (he was a great swimmer and had a great shout)",1
58,"I really loved this movie and so did the audience that I saw it with in Los Angeles. After the film, lots of people were crying and saying how much the film had affected them. I can see why it was such a huge hit in its homeland, Sweden. The film is masterfully directed and each character brilliantly drawn so that by the end you really know these people and care about them. The music is very natural and the main song in the film quite heartbreaking but inspiring. Would definitely recommend this film for everyone to see - even people who don't normally go to subtitled films. Definitely deserved the Oscar Nomination because of the profound themes of the film reflected without pretension in a small-town community with everyday people. It is a film that unites us in this divided world and shows us the potential of the human spirit. A MUST SEE!",1
59,"Perhaps the best Isabel Allende's book, House of the Spirits describes an alternative chilean history, this one full of magic, a mystic veil, plus some kind of omnipresent sadness. This movie gathers a great cast, plus a great art direction, with a script that cannot contain all this book's quality. It's unusual for a nearly unknown country like Chile to get so well represented as it is by this movie, whose perhaps only sin is to aim too high, and because of that left the illiterate public a little upset, mostly because they understood very little.",1
60,"Umm.. I was quite surprised that someone actually gave this film high marks.<br /><br />Lets face it... Tori Spelling is not a great actress.. and this movie just proves the extent of her ""talent"". The movie's plot was weak... I bet the dork that came up with this concept was some perverted peeping tom. If there is a good thing about this movie, I would say it's that Tommy Chong's daughter, just for the fact that she's his daughter... and then there is that Soap-Opera-ish male lead who's decent good looks somewhat make him attractive, but ceases to help his dramatic abilities. *Why does IMDb require at least 10 lines? How many more ways can you simply say ""This movie sucks""?",0
61,"Besides being boring, the scenes were oppressive and dark. The movie tried to portray some kind of moral, but fell flat with its message. What were the redeeming qualities?? On top of that, I don't think it could make librarians look any more unglamorous than it did.",0
62,"Sometimes laughter in the middle of a horror film is a signal of its greatness. I remember the nervous laughter from the audience in the re-release of The Excorcist really nervous laughter. It punctuated just how freaked out we all were watching the voice of Satan coming out of a 12 year old girl. In the case of the 2006 remake of the 1972 cult classic The Wicker Man however, it made me think that this new Wickerman is about as scary as the South Park character, Scuzzlebut, the friendly forest monster with TV's Patrick Duffy for a leg and a celery stalk for an arm who's favorite hobby is weaving wicker baskets.<br /><br />3 years ago a friend of mine in Hollywood told me that he heard that Nicolas Cage was going to do a remake of the film. I started laughing and my friend (Keith) got mad at me touting Nicolas Cage as a great actor. I just didn't think that he could pull it off and unfortunately for moviegoers I was right. Gone is the realness, the outstanding original music, the originality, the creepiness and the wonderfully powerful dialogue. Instead we have horror movie clichés, affected acting and changes to the storyline that make any believability fall apart. Like many of the countless Hollywood remakes we have been inundated with lately this feels like we are watching 4th graders on a playground ""playing Wickerman"".<br /><br />The original film takes place on a remote Scottish Isle where a Scottish police officer is lured there to find a missing young girl named Rowan Morrison. In the new spin a California cop (Cage) is lured to an island of the coast of Washington state by his ex-girlfriend to find her missing daughter. She sends a photo and the missing daughter looks exactly like a young girl he tried to save in a fiery crash not long ago. The crash still haunts him in part because the girl's body was never found. Yet even after he gets a letter with her picture in it that connection is completely cast aside as he heads north, alone, to help his ex-girlfriend find her daughter. He arrives to find an island full of actors pretending to be the descendants of Wiccans, many of whom seem like they didn't get call backs for roles in The Village. And like The Village it isn't long before you realize there is nothing to be afraid of here. Not even the cloudy eyed blind sisters who speak in unison.<br /><br />I think that the opportunity in Hollywood to make great amounts of money on a film often comes at great expense to the artistry. I think someone like Nicolas Cage who is in so many films these days loses touch with the magic that film can be when it gets to the point where he has a personal chef on the set preparing his snacks. We needed a bad re-make of the Wickerman like we needed yet another '9-11' movie. I'm starting to wonder if Nicolas changed his surname from Coppola because he wanted to or because he was pleaded with to do so.",0
63,"I knew nothing of this film before I was convinced to see it by a friend who had heard it was a ""non-stop epic battle scene from beginning to end"". That couldn't have been further from the truth. This was one of the most boring, poorly written, amateurishly directed, horribly acted films I've ever had the misfortune to lay my eyes upon. I'd rank it up there with the movie I consider to be the worst film of all time... Battlefield Earth. There basically is no story, it's hard to believe that the makers of this film thought that this cheesy soap opera crap would be taken seriously as actual historic fact. It also features some of the worst dialogue I've ever heard... like this little gem... Guy tells girl ""You smell like the moon."". Girl replies ""What does the moon smell like?"" OMG! You have to be kidding me! The scene where the guy was drawn and quartered got some good laughs from the audience since it looked so ridiculously cheap and the sound FX of the guy being ripped apart reminded me of someone making a fart sound with their mouth. If this is playing at a theater near you, avoid it at all costs. This movie is so bad that I actually made the decision about 45 minutes through that I needed to catch up on my sleep... and I did. Awful.",0
64,"I rented Zero Day from the local video store last week. I had never heard of the film and I had my reservations about it. Just from looking at the box I knew the film was an Indie film and therefore the quality was going to be less than a mainstream film. <br /><br />I can tell you that after I finished watching Zero Day I immediately started it from the beginning again. The film was clearly following the basic outline of what happened at Columbine High School of April of 1999, but what struck me was how believable the two lead actors were. My first time through watching this film I wasn't entirely sure if what I was watching were actual tapes left behind by the shooters at Columbine. In the back of my mind I knew what I was watching could not be real but at the same time the acting was so convincing you had to keep giving your head a shake. <br /><br />Is the film disturbing? Absolutely! Are you going to see things that will make you question the merit of the film? Probably. I think what most people will find disturbing is they will actually have feelings for the two lead characters, Calvin and Andre (Played by Cal Robertson and Andre Keuck). Why is that problematic for some people? Calvin and Andre are planning a massacre at their high school. I know for myself, I felt an immense sadness for Andre and Calvin. I had empathy for them because their lives had come to such a horrific point. They had fallen so deeply through cracks that they had begun a journey down a road which could have been stopped, if only people around them had taken notice to their plight. <br /><br />Zero Day is a phenomenal film. It gives you an up close and personal look to events that most of us will only ever see the conclusion to on the news. It leaves you thinking about the lives involved. And it leaves you perplexed how people get to this point. A week after seeing this film, I still think about it.<br /><br />Those of you who have not seen Zero Day please keep in mind the following: The film is an independent with little to no budget and the film is shot on camcorders. The material in the film is disturbing. This is not mainstream Hollywood and there is no happy ending. <br /><br />But if you can put all that aside, Zero Day is a film that will stick with you and just maybe help you to open your eyes a little.",1
65,"There is no reason to see this movie. A good plot idea is handled very badly. In the middle of the movie everything changes and from there on nothing makes much sense. The reason for the killings are not made clear. The acting is awful. Nick Stahl obviously needs a better director. He was excellent in In the Bedroom, but here he is terrible. Amber Benson from Buffy, has to change her character someday. Even those of you who enjoy gratuitous sex and violence will be disappointed. Even though the movie was 80 minutes, which is too short for a good movie (but too long for this one),there are no deleted scenes in the DVD which means they never bothered to fill in the missing parts to the characters.<br /><br />Don't spend the time on this one.",0
66,"Two films are useful for scaring people to God, this and 'Event Horizon'. One has a significant and poignant message, the other is as one-dimensional as a religious movie can get. Too bad Paul Anderson went on to the accursed Resident Evil movies, he really had something going.<br /><br />Thief in the Night is hampered by many obvious independent film attributes (acting, storytelling, dialog, and persuasion) and it's obvious what the film's intentions are from the start. The Christian film industry hasn't learned from the failures of this, so we are stuck with The Omega Code, Left Behind, and the other Tribulation movies. Their underlying element is that they are so concerned with selling their message: ""Get saved, folks!"" that everything else becomes second to whacking the audience over the head with a Bible.<br /><br />Overall, I can't believe I'm even writing this much about a movie this ineffective. Skip it entirely and go back to Sam Neil gouging out his eyeballs. 1 out of 5.",0
67,"It's often said that Tobe Hooper just struck lucky with his grisly 1974 horror film 'The Texas Chain Saw Massacre' and every time I see another Hooper film - that view is only reinforced. It would seem that Hooper wanted to make his own version of films such as Scanners and Firestarter in 1990 and so we end up with Spontaneous Combustion; a film with a couple of good ideas and a whole load more that are borrowed from other films. Put it all together and you get a messy, boring film that most people would do well to miss! The film leads the audience to believe that it might be half decent initially with an intriguing back story that focuses on some experiments carried out on two young people in the fifties. The couple have a child and shortly thereafter burn to death as a result of the experiments done on them. Fast forward some years and the baby is now an adult named Sam; but naturally he's not a normal person and soon finds when it's discovered that he has the ability to set things on fire at will.<br /><br />The film stars Brad Dourif, who must have seemed like a good casting choice given his success with Child's Play two years earlier; but actually was an uninspired decision as the central performance is really terrible; and not helped by the terrible supporting performances. The turgid direction and dull script also don't do the film many favours and the trend of lacking in favours is continued by the special effects, which are very unrealistic and have nothing on the films that this one is ripping off; all of which were made some years earlier. The plot is really slow and it's almost an hour before anything of note happens, and I didn't care for it even then. It soon becomes obvious which direction the film will go in and it all boils down to the sort of tedious ending you would expect. The final confrontation is a big disappointment and nothing is really explained during the film. Not that any revelation would have been interesting anyway. Overall, this is a rubbish film and another reason why Tobe Hooper is a long way from being a great horror director. See Firestarter again instead.",0
